SampleID,FlightID,Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
16,574,MBR794,345.023210,54.5137,0.192614,0.612513,4491
16,575,MBR795,358.198903,59.0144,1.30571,4.15215,3219
16,576,MBR797,350.862463,57.9525,0.395559,1.25788,3564
16,577,MBR802,358.466457,59.4042,0.734184,2.3347,3456
16,578,MBR806,353.201239,60.116,0.42378,1.34762,3450
16,579,MBR8,353.196642,57.633,1.75184,5.57084,3106
16,580,MBR12,358.198903,58.7334,1.6069,5.10995,3164
16,581,MBR15,353.192380,55.6507,1.79024,5.69297,3085
16,582,MBR104,358.330955,57.4779,0.3336,1.06085,4852
16,583,MBR105,358.330955,57.5606,0.326768,1.03912,4878
16,584,MBR106,360.678790,61.6013,0.698953,2.22267,3170
16,585,MBR107,358.081442,56.297,0.978097,3.11035,3701
16,586,MBR182,353.100194,59.4663,0.845438,2.68849,3204
16,587,MBR183,357.961581,57.2544,0.85061,2.70494,3346
16,588,MBR184,353.199579,54.6736,0.606354,1.92821,3898
16,589,MBR185,353.196642,57.2959,1.82181,5.79335,3137
16,590,MBR186,350.862463,57.6144,0.424729,1.35064,3549
16,591,MBR187,353.192380,55.4415,1.98039,6.29766,3123
16,592,MBR188,358.330955,57.2166,0.397349,1.26357,4717
